rank,title,total ratings,installs,average rating,growth (30 days),growth (60 days),price,category,5 star ratings,4 star ratings,3 star ratings,2 star ratings,1 star ratings,paid
81,Goat Simulator,421173,10.0 M,4,1.7,3.6,0.0,GAME SIMULATION,313187,34205,17716,10470,45593,False
82,Mystic Messenger,419193,5.0 M,4,0.8,1.7,0.0,GAME SIMULATION,356875,30456,11327,5569,14964,False
83,Extreme Landings,416810,10.0 M,3,0.3,709.0,0.0,GAME SIMULATION,247167,51343,29577,18589,70132,False
84,Stickman Rope Hero,408005,10.0 M,4,0.4,1.0,0.0,GAME SIMULATION,268617,36817,24125,15405,63038,False
85,Prison Empire Tycoon - Idle Game,404733,10.0 M,4,3.2,6.4,0.0,GAME SIMULATION,269192,76249,27786,10798,20707,False
86,FarmVille 2: Tropic Escape,402206,10.0 M,4,0.2,0.4,0.0,GAME SIMULATION,265159,57516,29317,14948,35263,False
87,Terrarium: Garden Idle,392903,5.0 M,4,0.8,2.1,0.0,GAME SIMULATION,321942,39408,14389,6023,11138,False
88,Dragons World,392700,10.0 M,4,0.0,0.1,0.0,GAME SIMULATION,272947,43110,26799,11177,38665,False
89,Mobile Bus Simulator,390139,50.0 M,4,2.2,4.8,0.0,GAME SIMULATION,273404,29817,20720,14467,51727,False
90,Tap Tap Fish AbyssRium - Healing Aquarium (+VR),385639,10.0 M,4,0.0,0.0,0.0,GAME SIMULATION,252021,52499,29098,14284,37735,False
91,레알팜 : 진짜 농산물 주는 게임,382940,5.0 M,4,0.1,0.0,0.0,GAME SIMULATION,242138,74428,36624,8536,21211,False
92,WorldBox - Sandbox God Simulator,382650,10.0 M,4,3.8,8.0,0.0,GAME SIMULATION,293144,50979,17901,5934,14691,False
93,Hotel Empire Tycoon - Idle Game Manager Simulator,379532,10.0 M,4,1.2,2.4,0.0,GAME SIMULATION,247748,63796,29275,12104,26607,False
94,Townsmen,377596,10.0 M,4,0.1,0.2,0.0,GAME SIMULATION,252277,51899,23109,11199,39109,False
95,DragonVale,376552,10.0 M,4,0.1,0.2,0.0,GAME SIMULATION,271141,45288,20340,10435,29346,False
96,Happy Pet Story: Virtual Pet Game,371385,10.0 M,4,0.8,1.6,0.0,GAME SIMULATION,293088,33781,16211,7196,21108,False
97,Teen Love Story Games For Girls,370084,10.0 M,4,0.0,0.1,0.0,GAME SIMULATION,235199,38028,24286,16630,55938,False
98,Bee Factory,369586,10.0 M,4,1.0,2.0,0.0,GAME SIMULATION,267726,42019,23238,11274,25327,False
99,Bridge Constructor FREE,367616,10.0 M,4,0.0,0.0,0.0,GAME SIMULATION,230926,47877,27285,10760,50765,False
100,Kill Shot,365531,10.0 M,4,0.0,0.1,0.0,GAME SIMULATION,260286,71588,20104,3725,9827,False
1,8 Ball Pool,21632735,500.0 M,4,1.2,630.8,0.0,GAME SPORTS,16281475,2268294,1017204,425693,1640067,False
2,Dream League Soccer,13385786,100.0 M,4,0.0,0.1,0.0,GAME SPORTS,10086735,1454500,646066,266864,931618,False
3,Score! Hero,6856324,100.0 M,4,0.5,1.1,0.0,GAME SPORTS,4551071,837222,464347,222878,780804,False
4,eFootball PES 2021,6633030,50.0 M,4,3.3,7.4,0.0,GAME SPORTS,4847463,639852,315999,158995,670718,False
5,Top Eleven 2021: Be a Soccer Manager,4721659,100.0 M,4,1.5,3.2,0.0,GAME SPORTS,3588283,753250,202057,60167,117899,False
6,Carrom Pool: Disc Game,3181731,100.0 M,4,7.4,11.5,0.0,GAME SPORTS,2157840,364339,220366,106843,332341,False
7,Dream League Soccer 2021,3161007,50.0 M,4,8.3,19.5,0.0,GAME SPORTS,2235530,376586,198148,88356,262385,False
8,EA SPORTS UFC®,2999325,50.0 M,4,0.2,0.5,0.0,GAME SPORTS,2136445,388689,166512,69482,238194,False
9,World Cricket Championship 2 - WCC2,2968290,50.0 M,4,0.8,1.7,0.0,GAME SPORTS,2084392,342113,160793,76200,304791,False
10,Bowling King,2935299,10.0 M,4,0.1,0.3,0.0,GAME SPORTS,2170300,459849,176480,39384,89283,False
11,Pooking - Billiards City,2651825,100.0 M,4,1.9,4.0,0.0,GAME SPORTS,1882062,372889,168158,63964,164749,False
12,New Star Soccer,2284366,10.0 M,4,0.3,0.7,0.0,GAME SPORTS,1748328,338980,111056,26543,59457,False
13,Soccer Stars,2243246,50.0 M,4,0.4,1.0,0.0,GAME SPORTS,1598826,206648,115761,61612,260397,False
14,Online Soccer Manager (OSM) - 20/21,2010215,10.0 M,4,0.8,1.8,0.0,GAME SPORTS,1481891,233514,97167,41065,156575,False
15,World Soccer League,1993891,100.0 M,4,1.9,4.2,0.0,GAME SPORTS,1422477,174753,112505,61988,222165,False
16,Golf Clash,1990469,10.0 M,4,0.4,0.8,0.0,GAME SPORTS,1210213,428240,150477,55096,146441,False
17,Football Strike - Multiplayer Soccer,1853563,100.0 M,4,3.0,6.4,0.0,GAME SPORTS,1366393,212579,111087,40535,122966,False
18,Head Ball 2 - Online Soccer Game,1753364,50.0 M,4,1.4,3.1,0.0,GAME SPORTS,1167484,151506,87424,53241,293706,False
19,Fishing Hook,1687621,50.0 M,4,0.5,1.0,0.0,GAME SPORTS,1189980,220383,122089,42638,112529,False
20,Head Soccer,1631259,50.0 M,4,0.0,0.1,0.0,GAME SPORTS,1139374,167320,93301,35705,195558,False
21,Pool Billiards Pro,1477201,100.0 M,4,0.1,0.2,0.0,GAME SPORTS,1020041,186164,121604,38112,111278,False
22,Ace Fishing: Wild Catch,1375149,10.0 M,4,0.0,0.0,0.0,GAME SPORTS,956797,208855,96014,28267,85213,False
23,Wrestling Revolution 3D,1269327,50.0 M,4,0.5,1.1,0.0,GAME SPORTS,847859,130863,81191,43650,165762,False
24,zzSUNSET Last Season MM,1245413,10.0 M,4,0.0,0.0,0.0,GAME SPORTS,851499,131004,60713,38549,163645,False
25,Basketball Stars,1240874,50.0 M,4,1.0,2.6,0.0,GAME SPORTS,884186,178064,72646,24750,81225,False
26,Run Race 3D,1223330,100.0 M,4,0.7,1.5,0.0,GAME SPORTS,779223,139861,91243,54031,158969,False
27,Real Cricket™ 20,1173980,10.0 M,4,3.0,5.3,0.0,GAME SPORTS,785369,145269,73509,34370,135461,False
28,3D Bowling,1171064,100.0 M,4,0.1,0.3,0.0,GAME SPORTS,850318,152322,74213,25060,69149,False
29,Tennis Clash: 1v1 Free Online Sports Game,1090511,10.0 M,4,3.1,5.6,0.0,GAME SPORTS,735323,149631,71632,31036,102887,False
30,PES CLUB MANAGER,1028795,10.0 M,4,0.3,0.8,0.0,GAME SPORTS,663622,128424,66081,35654,135011,False
31,Shooting World - Gun Fire,1013587,50.0 M,4,0.5,0.9,0.0,GAME SPORTS,807463,105621,40973,16139,43389,False
32,Archery Master 3D,955057,100.0 M,4,0.1,0.3,0.0,GAME SPORTS,627644,108404,73468,34815,110723,False
33,Soccer Star 2021 Top Leagues: Play the SOCCER game,911473,10.0 M,4,5546.9,1.9,0.0,GAME SPORTS,632151,98242,55088,28447,97544,False
34,Real Football,907290,50.0 M,3,0.5,1.1,0.0,GAME SPORTS,510826,90630,72909,43412,189511,False
35,Head Football LaLiga 2021 - Skills Soccer Games,898768,10.0 M,4,0.1,0.2,0.0,GAME SPORTS,620533,93797,48107,21740,114589,False
36,Flip Diving,882096,50.0 M,4,0.3,0.8,0.0,GAME SPORTS,665550,89779,45159,21600,60005,False
37,World Cricket Championship Lt,830720,50.0 M,4,1.1,2.0,0.0,GAME SPORTS,553923,84564,54753,30030,107447,False
38,Score! Match - PvP Soccer,800381,50.0 M,4,1.8,3.7,0.0,GAME SPORTS,533959,91057,51104,23326,100933,False
39,Kite Flying - Layang Layang,791739,50.0 M,4,0.3,0.6,0.0,GAME SPORTS,563091,61090,40304,25448,101803,False
40,Final kick 2020 Best Online football penalty game,764961,10.0 M,4,0.1,0.1,0.0,GAME SPORTS,529693,100865,47391,16992,70017,False
41,Mini Golf King - Multiplayer Game,763809,10.0 M,4,0.2,0.5,0.0,GAME SPORTS,469929,152955,62157,21875,56891,False
42,Boxing Star,741513,10.0 M,4,0.6,1.5,0.0,GAME SPORTS,535641,102194,40413,14977,48285,False
43,Ultimate Soccer - Football,735171,50.0 M,3,0.3,0.6,0.0,GAME SPORTS,437502,68332,53638,34036,141662,False
44,Real Cricket™ 17,731621,10.0 M,4,0.3,0.5,0.0,GAME SPORTS,482387,85634,50657,24070,88870,False
45,Stickman Soccer 2014,709937,10.0 M,4,0.1,0.2,0.0,GAME SPORTS,528783,71826,42348,13419,53559,False
46,Mobile Soccer,706812,10.0 M,4,0.0,0.0,0.0,GAME SPORTS,535210,69973,33539,12723,55364,False
47,Touchgrind BMX,701459,10.0 M,3,0.4,0.9,0.0,GAME SPORTS,413726,88509,60945,31050,107227,False
48,Golf Battle,643614,50.0 M,4,3.0,7.0,0.0,GAME SPORTS,406123,98989,47508,21946,69046,False
49,Soccer Star 2020 World Football: World Star Cup,609649,10.0 M,4,0.1,0.1,0.0,GAME SPORTS,400158,69557,39896,19853,80183,False
50,Shooting Archery,609296,50.0 M,4,3.3,8.1,0.0,GAME SPORTS,432282,94840,40134,12280,29758,False
51,WWE SuperCard - Battle Cards,606187,10.0 M,4,0.2,0.6,0.0,GAME SPORTS,430874,67636,29880,16510,61285,False
52,Winner Soccer Evo Elite,574059,10.0 M,4,1.0,2.2,0.0,GAME SPORTS,411806,56784,33689,16799,54978,False
53,Basketball Shoot,560180,10.0 M,4,0.0,0.0,0.0,GAME SPORTS,367273,81332,43836,18658,49078,False
54,NBA LIVE Mobile Basketball,535002,50.0 M,4,0.1,0.2,0.0,GAME SPORTS,386021,57440,25220,13740,52580,False
55,Badminton League,525279,50.0 M,4,0.6,1.6,0.0,GAME SPORTS,330363,53611,38069,23007,80227,False
56,EA SPORTS™ FIFA 21 Companion,523056,10.0 M,3,0.6,1.5,0.0,GAME SPORTS,299326,64282,33360,20314,105772,False
57,Soccer Cup 2021: Free Football Games,498485,50.0 M,4,2.3,4.6,0.0,GAME SPORTS,332313,51049,33983,17175,63963,False
58,Stickman Soccer - Classic,498367,10.0 M,4,0.0,0.1,0.0,GAME SPORTS,360612,57971,33439,10326,36018,False
59,Soccer Super Star,496476,50.0 M,4,10.8,27.3,0.0,GAME SPORTS,350549,65548,33569,11808,35000,False
60,Golf Star™,457537,10.0 M,4,0.1,0.0,0.0,GAME SPORTS,271186,85186,31744,14167,55251,False
61,Fanatical Football,456387,10.0 M,4,121.6,0.1,0.0,GAME SPORTS,298062,52142,31748,14031,60401,False
62,⚽Puppet Soccer 2014 - Big Head Football 🏆,455149,10.0 M,4,0.4,0.8,0.0,GAME SPORTS,300993,36779,23933,16155,77287,False
63,Shooting Ball,452591,10.0 M,4,4.0,9.2,0.0,GAME SPORTS,305232,80398,36170,10098,20691,False
64,Basketball Mania,448601,10.0 M,4,0.0,0.0,0.0,GAME SPORTS,302450,61581,37015,13418,34135,False
65,Volleyball Champions 3D - Online Sports Game,446911,10.0 M,4,0.1,0.3,0.0,GAME SPORTS,272730,64568,43604,17995,48011,False
66,Basketball Battle,444198,10.0 M,4,0.2,0.5,0.0,GAME SPORTS,320223,52837,27370,12160,31606,False
67,Golf King - World Tour,428647,5.0 M,4,3.9,8.6,0.0,GAME SPORTS,296744,90844,23382,5097,12578,False
68,Shooting King,419893,10.0 M,4,0.2,0.4,0.0,GAME SPORTS,260223,87017,43054,10604,18993,False
69,Homerun Battle 2,413619,5.0 M,4,0.0,0.0,0.0,GAME SPORTS,343505,38787,12196,3675,15453,False
70,Hit & Knock down,402390,10.0 M,4,0.5,1.5,0.0,GAME SPORTS,270001,58862,32812,11496,29216,False
71,Table Tennis 3D,393293,10.0 M,4,0.1,0.2,0.0,GAME SPORTS,253594,58402,33719,10816,36759,False
72,Fishing Paradise 3D Free+,384096,10.0 M,4,0.1,0.3,0.0,GAME SPORTS,243744,57619,35647,12745,34338,False
73,Sachin Saga Cricket Champions,379119,10.0 M,3,1.8,3.4,0.0,GAME SPORTS,229185,46052,27425,14472,61982,False
74,Top Football Manager 2021,375089,10.0 M,4,0.9,1.8,0.0,GAME SPORTS,246164,59003,27066,9842,33013,False
75,Wrestling Revolution,368562,10.0 M,4,0.4,0.9,0.0,GAME SPORTS,243719,38393,23013,13210,50224,False
76,3D Pool Ball,362339,10.0 M,4,0.5,1.1,0.0,GAME SPORTS,259234,34428,21411,10471,36793,False
77,Stickman Basketball,356039,10.0 M,4,0.0,0.0,0.0,GAME SPORTS,258057,39470,21786,8007,28716,False
78,Golf Rival,346518,10.0 M,4,2.7,5.6,0.0,GAME SPORTS,230058,62135,19781,8999,25543,False
79,Mike V: Skateboard Party,338202,10.0 M,4,0.1,0.2,0.0,GAME SPORTS,244122,35967,19367,8170,30574,False
80,Stick Cricket Premier League,335702,5.0 M,4,0.2,0.4,0.0,GAME SPORTS,217218,48828,21665,9633,38355,False
81,Mobile Soccer League,327608,10.0 M,4,9750.2,1.3,0.0,GAME SPORTS,210984,46272,24348,11236,34766,False
82,Virtual Table Tennis 3D,327381,10.0 M,4,0.0,0.1,0.0,GAME SPORTS,209651,37816,25667,8499,45745,False
83,Badminton Legend,312534,10.0 M,4,0.2,0.6,0.0,GAME SPORTS,247349,22693,14726,7338,20426,False
84,Retro Bowl,305429,1.0 M,4,2.9,6.0,0.0,GAME SPORTS,241707,50043,9331,1728,2617,False
85,Mini Football - Mobile Soccer,301571,10.0 M,4,5.3,11.1,0.0,GAME SPORTS,197259,39792,18432,9051,37034,False
86,Soccer Kicks (Football),288957,10.0 M,4,0.0,0.0,0.0,GAME SPORTS,175653,33972,27958,14074,37298,False
87,Fanatical Basketball,276833,10.0 M,4,0.5,1.1,0.0,GAME SPORTS,188798,28592,20486,9394,29561,False
88,PBA® Bowling Challenge,276082,10.0 M,4,0.3,0.6,0.0,GAME SPORTS,195262,46016,14447,5826,14527,False
89,Touchgrind Skate 2,272380,10.0 M,3,0.7,1.5,0.0,GAME SPORTS,154533,37974,24205,12601,43063,False
90,Baseball Superstars® 2013,269937,5.0 M,4,0.1,0.0,0.0,GAME SPORTS,190570,40822,19536,5036,13970,False
91,Flip Master,266048,10.0 M,4,0.5,1.1,0.0,GAME SPORTS,182023,29897,18752,9196,26178,False
92,Archery Tournament,265926,10.0 M,4,0.0,0.0,0.0,GAME SPORTS,149106,49116,30239,11901,25562,False
93,Winner Soccer Evolution,264519,10.0 M,4,1.5,3.2,0.0,GAME SPORTS,184046,26125,16655,9001,28690,False
94,Shoot Goal - Football Stars Soccer Games 2021,261197,10.0 M,4,0.2,0.4,0.0,GAME SPORTS,173684,24880,16850,9080,36700,False
95,Badminton 3D,258454,10.0 M,4,0.1,0.1,0.0,GAME SPORTS,165941,39223,24908,6873,21507,False
96,Photo Finish Horse Racing,254590,5.0 M,4,435.4,0.4,0.0,GAME SPORTS,216840,19662,6088,2999,8998,False
97,Basketball Kings: Multiplayer,252130,5.0 M,4,0.0,0.0,0.0,GAME SPORTS,198907,28125,12033,3178,9884,False
98,Stickman Soccer 2016,251087,10.0 M,4,0.1,0.2,0.0,GAME SPORTS,173365,29455,16365,7119,24782,False
99,Ultimate Tennis: 3D online sports game,245430,10.0 M,4,0.2,0.5,0.0,GAME SPORTS,157055,35355,16787,8030,28200,False
100,Futsal Football 2,243214,10.0 M,2,0.0,0.0,0.0,GAME SPORTS,84461,12107,13275,8344,125025,False
1,Clash of Clans,55766763,500.0 M,4,0.3,1.0,0.0,GAME STRATEGY,43346128,5404966,2276203,971321,3768141,False
2,Clash Royale,30852360,100.0 M,4,0.4,0.8,0.0,GAME STRATEGY,21009004,3645468,1655906,777067,3764913,False
3,Lords Mobile: Tower Defense,6548519,100.0 M,4,2.0,4.2,0.0,GAME STRATEGY,4667558,783541,364754,141812,590852,False
4,Boom Beach,6055738,50.0 M,4,0.1,0.2,0.0,GAME STRATEGY,4401189,803632,324777,122057,404080,False
5,Plants vs. Zombies FREE,5164307,100.0 M,4,0.6,1.2,0.0,GAME STRATEGY,3744157,524307,276843,139857,479140,False
6,Castle Clash: Guild Royale,5013543,100.0 M,4,0.4,0.7,0.0,GAME STRATEGY,3490753,444434,253620,123462,701271,False
7,Grow Empire: Rome,3687571,10.0 M,4,0.6,1.2,0.0,GAME STRATEGY,2764963,535971,217151,53862,115622,False
8,World of Tanks Blitz PVP MMO 3D tank game for free,3671736,100.0 M,4,1.0,2.3,0.0,GAME STRATEGY,2525303,392631,182624,110955,460219,False
9,Monster Legends: Breed and Collect,3342006,50.0 M,4,0.4,1.0,0.0,GAME STRATEGY,2555996,356028,147355,62745,219879,False
10,Bid Wars - Storage Auctions and Pawn Shop Tycoon,3120219,10.0 M,4,0.1,0.3,0.0,GAME STRATEGY,2040765,579613,287144,79355,133340,False
11,Clash of Kings : Newly Presented Knight System,2317500,50.0 M,4,0.0,0.1,0.0,GAME STRATEGY,1492317,268330,147956,76316,332578,False
12,Vlogger Go Viral: Streamer Tuber Idle Life Games,2120051,10.0 M,4,0.3,0.9,0.0,GAME STRATEGY,1672347,210475,88357,39902,108966,False
13,Stick War: Legacy,1997631,100.0 M,4,2.3,4.6,0.0,GAME STRATEGY,1594877,141385,68934,38963,153468,False
14,State of Survival: The Walking Dead Collaboration,1823903,50.0 M,4,2.7,6.4,0.0,GAME STRATEGY,1293252,279123,89442,34210,127873,False
15,Castle Clash: Схватка Гильдий,1727242,10.0 M,4,0.2,41869.7,0.0,GAME STRATEGY,1317062,146795,69614,36254,157515,False
16,Clash of Lords 2: Guild Castle,1709263,10.0 M,4,0.0,0.0,0.0,GAME STRATEGY,1217904,157175,101282,35373,197526,False
17,Rise of Kingdoms: Lost Crusade,1651636,10.0 M,4,1.5,3.3,0.0,GAME STRATEGY,1165118,185134,73380,37330,190672,False
18,Last Shelter: Survival,1526081,10.0 M,4,691.5,0.8,0.0,GAME STRATEGY,985247,263163,104963,40419,132287,False
19,Game of War - Fire Age,1492534,50.0 M,3,0.0,0.0,0.0,GAME STRATEGY,787791,132570,128828,58422,384920,False
20,Megapolis: city building simulator. Urban strategy,1451408,50.0 M,4,0.2,0.3,0.0,GAME STRATEGY,1018102,214995,74627,35751,107932,False
21,Empire: Four Kingdoms | Medieval Strategy MMO,1319150,50.0 M,4,0.1,0.1,0.0,GAME STRATEGY,814958,193275,100281,44780,165854,False
22,Castle Crush: Epic Battle - Free Strategy Games,1311005,50.0 M,4,0.9,2.3,0.0,GAME STRATEGY,963379,139126,67624,29664,111211,False
23,League of Legends: Wild Rift,1296343,10.0 M,4,8.4,24.2,0.0,GAME STRATEGY,897519,136143,68889,36300,157490,False
24,King of Thieves,1272102,10.0 M,4,0.2,0.3,0.0,GAME STRATEGY,912259,165799,66623,29432,97986,False
25,Throne Rush,1225321,10.0 M,4,0.0,0.1,0.0,GAME STRATEGY,914224,141171,64228,22751,82945,False
26,Bid Wars 2: Pawn Shop - Storage Auction Simulator,1006180,10.0 M,4,2.1,4.7,0.0,GAME STRATEGY,598228,221366,107170,25486,53928,False
27,Rise of Empires: Ice and Fire,993926,10.0 M,4,5.3,15.4,0.0,GAME STRATEGY,832782,86268,34499,9882,30492,False
28,Mafia City,990104,50.0 M,4,2.2,4.3,0.0,GAME STRATEGY,678367,108437,40951,23586,138761,False
29,Forge of Empires: Build your City,981368,10.0 M,4,0.7,1.4,0.0,GAME STRATEGY,661812,170284,55103,24310,69855,False
30,King of Avalon: Dominion,929429,50.0 M,4,2.5,6.0,0.0,GAME STRATEGY,613067,155707,66444,21163,73046,False
31,aa,905021,50.0 M,4,0.0,0.0,0.0,GAME STRATEGY,608721,105113,66943,23677,100565,False
32,Mobile Strike,897313,50.0 M,3,0.2,0.4,0.0,GAME STRATEGY,491163,71390,71929,34966,227863,False
33,Bloons TD Battles,896950,10.0 M,4,0.4,0.7,0.0,GAME STRATEGY,614582,116548,53505,23239,89073,False
34,Last Empire - War Z: Strategy,874080,50.0 M,4,0.0,0.0,0.0,GAME STRATEGY,555162,84313,59108,29384,146111,False
35,Alien Creeps TD - Epic tower defense,853029,10.0 M,4,0.2,0.4,0.0,GAME STRATEGY,587382,144144,56887,19392,45222,False
36,Vainglory,830008,10.0 M,3,0.0,0.0,0.0,GAME STRATEGY,464657,63877,52953,38624,209896,False
37,Jungle Heat: War of Clans,828238,10.0 M,4,0.0,0.0,0.0,GAME STRATEGY,577865,84762,49003,21305,95300,False
38,The Walking Dead No Man's Land,796172,10.0 M,4,0.3,0.8,0.0,GAME STRATEGY,583685,128382,39518,12969,31616,False
39,Art of War: Legions,780016,10.0 M,4,1.4,3.1,0.0,GAME STRATEGY,603243,59946,33610,18683,64532,False
40,DomiNations,762869,10.0 M,4,0.6,0.7,0.0,GAME STRATEGY,466955,107353,49516,27844,111198,False
41,World at Arms,757664,10.0 M,4,0.1,0.1,0.0,GAME STRATEGY,472981,111421,60179,22066,91014,False
42,Heroes of Order & Chaos,722453,10.0 M,3,0.0,0.1,0.0,GAME STRATEGY,351940,72277,81782,35723,180728,False
43,METAL SLUG DEFENSE,696205,10.0 M,4,0.0,0.1,0.0,GAME STRATEGY,435793,80415,54019,22820,103155,False
44,Army Men Strike - Military Strategy Simulator,676749,10.0 M,4,0.3,0.6,0.0,GAME STRATEGY,422859,100905,53376,21444,78163,False
45,Toilet Time: Boredom killer Fun Mini Games to Play,635321,10.0 M,4,0.1,0.2,0.0,GAME STRATEGY,433140,77119,45368,18233,61458,False
46,Castle Clash: Dominio del Reino,602797,5.0 M,4,0.1,0.2,0.0,GAME STRATEGY,433538,59595,35035,13775,60851,False
47,Final Fantasy XV: A New Empire,569186,10.0 M,3,0.0,0.0,0.0,GAME STRATEGY,304445,59056,36586,24957,144139,False
48,Dead Ahead: Zombie Warfare,568510,5.0 M,4,0.5,0.9,0.0,GAME STRATEGY,392543,103364,34155,12562,25883,False
49,Lapse: A Forgotten Future,562637,10.0 M,4,0.5,1.1,0.0,GAME STRATEGY,434058,81401,22158,8120,16898,False
50,Heroes Evolved,544851,10.0 M,3,0.3,0.6,0.0,GAME STRATEGY,292552,45804,41854,27186,137452,False
51,Dawn of Titans: War Strategy RPG,524835,5.0 M,4,0.1,0.2,0.0,GAME STRATEGY,341458,71787,26215,12587,72786,False
52,Toy Defence 2 — Tower Defense game,501511,10.0 M,4,0.4,0.8,0.0,GAME STRATEGY,320724,112757,39353,9751,18924,False
53,2020: My Country,496584,5.0 M,4,0.2,0.4,0.0,GAME STRATEGY,335371,87414,43397,10356,20044,False
54,Random Dice: PvP Defense,495783,5.0 M,4,1.9,3.6,0.0,GAME STRATEGY,316232,65590,33735,15012,65212,False
55,South Park: Phone Destroyer™ - Battle Card Game,494150,10.0 M,4,0.6,1.3,0.0,GAME STRATEGY,362231,60537,23406,12899,35075,False
56,Castle Clash: King's Castle DE,486733,5.0 M,4,0.1,0.2,0.0,GAME STRATEGY,340025,50808,29083,12367,54448,False
57,Clash of Lords: Guild Castle,485836,5.0 M,4,0.0,0.0,0.0,GAME STRATEGY,383318,46683,22748,7652,25432,False
58,Empires and Allies,457050,10.0 M,4,0.2,0.4,0.0,GAME STRATEGY,314731,62310,26605,11998,41403,False
59,Mini Warriors,447416,5.0 M,4,0.0,0.0,0.0,GAME STRATEGY,300485,52687,22901,11410,59931,False
60,Invasion: Modern Empire,422883,10.0 M,4,0.1,0.3,0.0,GAME STRATEGY,294392,36040,18450,9900,64100,False
61,Tentacle Wars ™,421429,1.0 M,4,0.2,0.7,0.0,GAME STRATEGY,251910,93594,43204,11421,21298,False
62,Realm Defense: Epic Tower Defense Strategy Game,420713,5.0 M,4,0.3,0.7,0.0,GAME STRATEGY,322394,53126,16505,8143,20542,False
63,Reactor ☢️ - Idle Manager- Energy Sector Tycoon,419861,5.0 M,4,3.1,5.9,0.0,GAME STRATEGY,311407,63346,24981,7050,13074,False
64,My Virtual Pet Shop: Take Care of Pets & Animals🐶,411981,10.0 M,4,997.8,2.2,0.0,GAME STRATEGY,322419,39157,18834,8957,22612,False
65,Gods of Olympus,410590,1.0 M,4,1.2,2.3,0.0,GAME STRATEGY,296444,71858,22980,5513,13792,False
66,Disney Heroes: Battle Mode,403144,10.0 M,4,0.8,1.5,0.0,GAME STRATEGY,276595,47615,22779,12123,44030,False
67,Deep Town: Mining Factory,399706,5.0 M,4,0.9,1.8,0.0,GAME STRATEGY,312504,38206,18255,10389,20349,False
68,War and Order,398705,10.0 M,4,1.7,3.2,0.0,GAME STRATEGY,246663,68774,30684,11394,41188,False
69,Survival Arena,398659,1.0 M,4,0.0,0.0,0.0,GAME STRATEGY,235304,104269,43047,6038,9998,False
70,Virtual City® Playground: Building Tycoon,389030,5.0 M,4,0.1,0.2,0.0,GAME STRATEGY,252459,76356,37873,8746,13594,False
71,Castle Clash : Guild Royale,386714,5.0 M,4,0.1,0.2,0.0,GAME STRATEGY,273466,47670,23645,8428,33503,False
72,Clash of Lords 2: Битва Легенд,384682,1.0 M,4,0.0,0.0,0.0,GAME STRATEGY,318938,29917,10238,4649,20937,False
73,Top War: Battle Game,369562,10.0 M,4,8.4,1019.6,0.0,GAME STRATEGY,289130,24934,10808,7421,37267,False
74,Empire Z: Endless War,366186,5.0 M,3,0.1,0.3,0.0,GAME STRATEGY,198511,55685,35432,18508,58047,False
75,Warlings: Armageddon,362447,10.0 M,4,0.4,1.0,0.0,GAME STRATEGY,244893,44617,27630,11580,33724,False
76,Age of Z Origins,360216,10.0 M,4,1.5,6.0,0.0,GAME STRATEGY,247952,47567,23604,9260,31830,False
77,انتقام السلاطين,347182,10.0 M,3,1.1,2.3,0.0,GAME STRATEGY,231474,20632,16026,8993,70055,False
78,Total Conquest,346748,10.0 M,3,0.3,0.6,0.0,GAME STRATEGY,206791,30098,24620,15284,69953,False
79,Chess Live,340261,10.0 M,4,0.1,0.1,0.0,GAME STRATEGY,220141,42941,24403,10283,42491,False
80,Onmyoji Arena,338283,5.0 M,4,0.5,1.1,0.0,GAME STRATEGY,231892,42256,19681,10169,34282,False
81,Narcos: Cartel Wars. Build an Empire with Strategy,333150,10.0 M,4,0.4,0.8,0.0,GAME STRATEGY,260113,26447,13258,7791,25539,False
82,March of Empires: War of Lords,331561,10.0 M,3,0.3,0.6,0.0,GAME STRATEGY,187712,43663,22820,13795,63568,False
83,Chess Rush,331178,5.0 M,3,0.5,1.0,0.0,GAME STRATEGY,190352,35496,22340,15112,67875,False
84,War and Magic: Kingdom Reborn,330020,5.0 M,4,0.6,1.2,0.0,GAME STRATEGY,204234,51551,18934,7902,47396,False
85,Supermarket Mania Journey,324991,10.0 M,4,0.7,1.6,0.0,GAME STRATEGY,214459,52688,31882,10897,15062,False
86,War Heroes: Strategy Card Game for Free,319868,10.0 M,4,0.1,0.3,0.0,GAME STRATEGY,233685,22290,15190,9040,39660,False
87,TRANSFORMERS: Earth Wars,318917,10.0 M,4,0.4,0.8,0.0,GAME STRATEGY,230933,39731,14966,7652,25632,False
88,Art of War 3: PvP RTS modern warfare strategy game,318209,10.0 M,4,1.1,2.4,0.0,GAME STRATEGY,250224,25778,13297,6409,22498,False
89,Train Station 2: Railroad Tycoon & Train Simulator,308480,10.0 M,4,4.2,9.5,0.0,GAME STRATEGY,213598,54991,19626,7023,13240,False
90,Defender II,305701,10.0 M,4,0.0,0.0,0.0,GAME STRATEGY,197476,38262,22343,10982,36636,False
91,Stormfall: Rise of Balur,297722,10.0 M,4,0.0,0.1,0.0,GAME STRATEGY,190869,41354,20387,9399,35710,False
92,Zombie Defense,293059,10.0 M,4,0.1,490.9,0.0,GAME STRATEGY,203722,40179,20334,7460,21362,False
93,Grepolis - Divine Strategy MMO,289334,5.0 M,4,0.1,0.2,0.0,GAME STRATEGY,179988,58617,19476,8269,22981,False
